"Ano","Sexo","Clientela","Quantidade Benefícios Cessados","Tempo de Duração"
"1994","Masculino","Urbana","87144","Menos de 1 ano"
"1994","Feminino","Urbana","58351","Menos de 1 ano"
"1994","Ignorado","Urbana","1923","Menos de 1 ano"
"1994","Masculino","Rural","13613","Menos de 1 ano"
"1994","Feminino","Rural","7622","Menos de 1 ano"
"1994","Ignorado","Rural","796","Menos de 1 ano"
"1994","Masculino","Urbana","20180","1 ano"
"1994","Feminino","Urbana","8990","1 ano"
"1994","Ignorado","Urbana","2873","1 ano"
"1994","Masculino","Rural","7434","1 ano"
"1994","Feminino","Rural","6730","1 ano"
"1994","Ignorado","Rural","1007","1 ano"
"1994","Masculino","Urbana","15206","2 anos"
"1994","Feminino","Urbana","6956","2 anos"
"1994","Ignorado","Urbana","2966","2 anos"
"1994","Masculino","Rural","5298","2 anos"
"1994","Feminino","Rural","4304","2 anos"
"1994","Ignorado","Rural","3585","2 anos"
"1994","Masculino","Urbana","11642","3 anos"
"1994","Feminino","Urbana","5033","3 anos"
"1994","Ignorado","Urbana","4903","3 anos"
"1994","Masculino","Rural","507","3 anos"
"1994","Feminino","Rural","558","3 anos"
"1994","Ignorado","Rural","4856","3 anos"
"1994","Masculino","Urbana","8512","4 anos"
"1994","Feminino","Urbana","3930","4 anos"
"1994","Ignorado","Urbana","7934","4 anos"
"1994","Masculino","Rural","38","4 anos"
"1994","Feminino","Rural","11","4 anos"
"1994","Ignorado","Rural","5395","4 anos"
"1994","Masculino","Urbana","7624","5 anos"
"1994","Feminino","Urbana","3338","5 anos"
"1994","Ignorado","Urbana","7801","5 anos"
"1994","Masculino","Rural","17","5 anos"
"1994","Feminino","Rural","5","5 anos"
"1994","Ignorado","Rural","5492","5 anos"
"1994","Masculino","Urbana","6750","6 anos"
"1994","Feminino","Urbana","2875","6 anos"
"1994","Ignorado","Urbana","7353","6 anos"
"1994","Masculino","Rural","7","6 anos"
"1994","Feminino","Rural","5","6 anos"
"1994","Ignorado","Rural","5471","6 anos"
"1994","Masculino","Urbana","6353","7 anos"
"1994","Feminino","Urbana","2573","7 anos"
"1994","Ignorado","Urbana","7096","7 anos"
"1994","Masculino","Rural","2","7 anos"
"1994","Feminino","Rural","1","7 anos"
"1994","Ignorado","Rural","5764","7 anos"
"1994","Masculino","Urbana","6487","8 anos"
"1994","Feminino","Urbana","2645","8 anos"
"1994","Ignorado","Urbana","7229","8 anos"
"1994","Masculino","Rural","1","8 anos"
"1994","Feminino","Rural","0","8 anos"
"1994","Ignorado","Rural","6351","8 anos"
"1994","Masculino","Urbana","5745","9 anos"
"1994","Feminino","Urbana","2560","9 anos"
"1994","Ignorado","Urbana","6567","9 anos"
"1994","Masculino","Rural","0","9 anos"
"1994","Feminino","Rural","1","9 anos"
"1994","Ignorado","Rural","7428","9 anos"
"1994","Masculino","Urbana","6980","10 anos"
"1994","Feminino","Urbana","3304","10 anos"
"1994","Ignorado","Urbana","6362","10 anos"
"1994","Masculino","Rural","0","10 anos"
"1994","Feminino","Rural","2","10 anos"
"1994","Ignorado","Rural","7708","10 anos"
"1994","Masculino","Urbana","7268","11 anos"
"1994","Feminino","Urbana","3553","11 anos"
"1994","Ignorado","Urbana","6072","11 anos"
"1994","Masculino","Rural","0","11 anos"
"1994","Feminino","Rural","0","11 anos"
"1994","Ignorado","Rural","7613","11 anos"
"1994","Masculino","Urbana","5983","12 anos"
"1994","Feminino","Urbana","2853","12 anos"
"1994","Ignorado","Urbana","5922","12 anos"
"1994","Masculino","Rural","0","12 anos"
"1994","Feminino","Rural","0","12 anos"
"1994","Ignorado","Rural","7888","12 anos"
"1994","Masculino","Urbana","5746","13 anos"
"1994","Feminino","Urbana","2613","13 anos"
"1994","Ignorado","Urbana","5701","13 anos"
"1994","Masculino","Rural","2","13 anos"
"1994","Feminino","Rural","0","13 anos"
"1994","Ignorado","Rural","7424","13 anos"
"1994","Masculino","Urbana","5368","14 anos"
"1994","Feminino","Urbana","2269","14 anos"
"1994","Ignorado","Urbana","5268","14 anos"
"1994","Masculino","Rural","0","14 anos"
"1994","Feminino","Rural","1","14 anos"
"1994","Ignorado","Rural","7165","14 anos"
"1994","Masculino","Urbana","4928","De 15 a 19 anos"
"1994","Feminino","Urbana","2597","De 15 a 19 anos"
"1994","Ignorado","Urbana","5049","De 15 a 19 anos"
"1994","Masculino","Rural","3","De 15 a 19 anos"
"1994","Feminino","Rural","0","De 15 a 19 anos"
"1994","Ignorado","Rural","7087","De 15 a 19 anos"
"1994","Masculino","Urbana","5265","De 15 a 19 anos"
"1994","Feminino","Urbana","2819","De 15 a 19 anos"
"1994","Ignorado","Urbana","4720","De 15 a 19 anos"
"1994","Masculino","Rural","0","De 15 a 19 anos"
"1994","Feminino","Rural","0","De 15 a 19 anos"
"1994","Ignorado","Rural","7558","De 15 a 19 anos"
"1994","Masculino","Urbana","5207","De 15 a 19 anos"
"1994","Feminino","Urbana","5896","De 15 a 19 anos"
"1994","Ignorado","Urbana","5198","De 15 a 19 anos"
"1994","Masculino","Rural","1","De 15 a 19 anos"
"1994","Feminino","Rural","2","De 15 a 19 anos"
"1994","Ignorado","Rural","6959","De 15 a 19 anos"
"1994","Masculino","Urbana","5561","De 15 a 19 anos"
"1994","Feminino","Urbana","9561","De 15 a 19 anos"
"1994","Ignorado","Urbana","4683","De 15 a 19 anos"
"1994","Masculino","Rural","0","De 15 a 19 anos"
"1994","Feminino","Rural","2","De 15 a 19 anos"
"1994","Ignorado","Rural","7496","De 15 a 19 anos"
"1994","Masculino","Urbana","3178","De 15 a 19 anos"
"1994","Feminino","Urbana","1723","De 15 a 19 anos"
"1994","Ignorado","Urbana","4097","De 15 a 19 anos"
"1994","Masculino","Rural","0","De 15 a 19 anos"
"1994","Feminino","Rural","0","De 15 a 19 anos"
"1994","Ignorado","Rural","4840","De 15 a 19 anos"
"1994","Masculino","Urbana","9278","De 20 a 24 anos"
"1994","Feminino","Urbana","1432","De 20 a 24 anos"
"1994","Ignorado","Urbana","15336","De 20 a 24 anos"
"1994","Masculino","Rural","2","De 20 a 24 anos"
"1994","Feminino","Rural","0","De 20 a 24 anos"
"1994","Ignorado","Rural","19050","De 20 a 24 anos"
"1994","Masculino","Urbana","6043","De 25 a 29 anos"
"1994","Feminino","Urbana","1189","De 25 a 29 anos"
"1994","Ignorado","Urbana","9556","De 25 a 29 anos"
"1994","Masculino","Rural","0","De 25 a 29 anos"
"1994","Feminino","Rural","0","De 25 a 29 anos"
"1994","Ignorado","Rural","0","De 25 a 29 anos"
"1994","Masculino","Urbana","2387","De 30 a 34 anos"
"1994","Feminino","Urbana","762","De 30 a 34 anos"
"1994","Ignorado","Urbana","5639","De 30 a 34 anos"
"1994","Masculino","Rural","0","De 30 a 34 anos"
"1994","Feminino","Rural","0","De 30 a 34 anos"
"1994","Ignorado","Rural","0","De 30 a 34 anos"
"1994","Masculino","Urbana","1266","De 35 a 39 anos"
"1994","Feminino","Urbana","417","De 35 a 39 anos"
"1994","Ignorado","Urbana","3097","De 35 a 39 anos"
"1994","Masculino","Rural","0","De 35 a 39 anos"
"1994","Feminino","Rural","0","De 35 a 39 anos"
"1994","Ignorado","Rural","0","De 35 a 39 anos"
"1994","Masculino","Urbana","855","Acima de 40 anos"
"1994","Feminino","Urbana","283","Acima de 40 anos"
"1994","Ignorado","Urbana","3706","Acima de 40 anos"
"1994","Masculino","Rural","0","Acima de 40 anos"
"1994","Feminino","Rural","0","Acima de 40 anos"
"1994","Ignorado","Rural","0","Acima de 40 anos"
"1994","Masculino","Urbana","122","Ignorada"
"1994","Feminino","Urbana","77","Ignorada"
"1994","Ignorado","Urbana","13735","Ignorada"
"1994","Masculino","Rural","4","Ignorada"
"1994","Feminino","Rural","2","Ignorada"
"1994","Ignorado","Rural","21","Ignorada"
"1995","Masculino","Urbana","13665","Menos de 1 ano"
"1995","Feminino","Urbana","4061","Menos de 1 ano"
"1995","Ignorado","Urbana","1728","Menos de 1 ano"
"1995","Masculino","Rural","2476","Menos de 1 ano"
"1995","Feminino","Rural","1236","Menos de 1 ano"
"1995","Ignorado","Rural","590","Menos de 1 ano"
"1995","Masculino","Urbana","9570","1 ano"
"1995","Feminino","Urbana","3115","1 ano"
"1995","Ignorado","Urbana","2373","1 ano"
"1995","Masculino","Rural","3644","1 ano"
"1995","Feminino","Rural","3602","1 ano"
"1995","Ignorado","Rural","882","1 ano"
"1995","Masculino","Urbana","7157","2 anos"
"1995","Feminino","Urbana","2342","2 anos"
"1995","Ignorado","Urbana","2426","2 anos"
"1995","Masculino","Rural","4163","2 anos"
"1995","Feminino","Rural","4673","2 anos"
"1995","Ignorado","Rural","852","2 anos"
"1995","Masculino","Urbana","6438","3 anos"
"1995","Feminino","Urbana","2139","3 anos"
"1995","Ignorado","Urbana","2326","3 anos"
"1995","Masculino","Rural","4146","3 anos"
"1995","Feminino","Rural","3667","3 anos"
"1995","Ignorado","Rural","2659","3 anos"
"1995","Masculino","Urbana","5455","4 anos"
"1995","Feminino","Urbana","1932","4 anos"
"1995","Ignorado","Urbana","2694","4 anos"
"1995","Masculino","Rural","467","4 anos"
"1995","Feminino","Rural","474","4 anos"
"1995","Ignorado","Rural","4506","4 anos"
"1995","Masculino","Urbana","4511","5 anos"
"1995","Feminino","Urbana","1747","5 anos"
"1995","Ignorado","Urbana","2971","5 anos"
"1995","Masculino","Rural","29","5 anos"
"1995","Feminino","Rural","7","5 anos"
"1995","Ignorado","Rural","5118","5 anos"
"1995","Masculino","Urbana","4361","6 anos"
"1995","Feminino","Urbana","1753","6 anos"
"1995","Ignorado","Urbana","3000","6 anos"
"1995","Masculino","Rural","17","6 anos"
"1995","Feminino","Rural","2","6 anos"
"1995","Ignorado","Rural","5383","6 anos"
"1995","Masculino","Urbana","4523","7 anos"
"1995","Feminino","Urbana","1816","7 anos"
"1995","Ignorado","Urbana","2894","7 anos"
"1995","Masculino","Rural","3","7 anos"
"1995","Feminino","Rural","0","7 anos"
"1995","Ignorado","Rural","5453","7 anos"
"1995","Masculino","Urbana","4608","8 anos"
"1995","Feminino","Urbana","1778","8 anos"
"1995","Ignorado","Urbana","2865","8 anos"
"1995","Masculino","Rural","2","8 anos"
"1995","Feminino","Rural","0","8 anos"
"1995","Ignorado","Rural","5859","8 anos"
"1995","Masculino","Urbana","5020","9 anos"
"1995","Feminino","Urbana","1978","9 anos"
"1995","Ignorado","Urbana","2833","9 anos"
"1995","Masculino","Rural","3","9 anos"
"1995","Feminino","Rural","1","9 anos"
"1995","Ignorado","Rural","6102","9 anos"
"1995","Masculino","Urbana","4570","10 anos"
"1995","Feminino","Urbana","1940","10 anos"
"1995","Ignorado","Urbana","2764","10 anos"
"1995","Masculino","Rural","0","10 anos"
"1995","Feminino","Rural","0","10 anos"
"1995","Ignorado","Rural","7430","10 anos"
"1995","Masculino","Urbana","5712","11 anos"
"1995","Feminino","Urbana","2446","11 anos"
"1995","Ignorado","Urbana","2776","11 anos"
"1995","Masculino","Rural","0","11 anos"
"1995","Feminino","Rural","1","11 anos"
"1995","Ignorado","Rural","7470","11 anos"
"1995","Masculino","Urbana","6236","12 anos"
"1995","Feminino","Urbana","2852","12 anos"
"1995","Ignorado","Urbana","2615","12 anos"
"1995","Masculino","Rural","1","12 anos"
"1995","Feminino","Rural","0","12 anos"
"1995","Ignorado","Rural","7636","12 anos"
"1995","Masculino","Urbana","5107","13 anos"
"1995","Feminino","Urbana","2358","13 anos"
"1995","Ignorado","Urbana","2491","13 anos"
"1995","Masculino","Rural","1","13 anos"
"1995","Feminino","Rural","1","13 anos"
"1995","Ignorado","Rural","7551","13 anos"
"1995","Masculino","Urbana","5237","14 anos"
"1995","Feminino","Urbana","2090","14 anos"
"1995","Ignorado","Urbana","2518","14 anos"
"1995","Masculino","Rural","2","14 anos"
"1995","Feminino","Rural","0","14 anos"
"1995","Ignorado","Rural","7064","14 anos"
"1995","Masculino","Urbana","4795","De 15 a 19 anos"
"1995","Feminino","Urbana","1999","De 15 a 19 anos"
"1995","Ignorado","Urbana","2298","De 15 a 19 anos"
"1995","Masculino","Rural","1","De 15 a 19 anos"
"1995","Feminino","Rural","0","De 15 a 19 anos"
"1995","Ignorado","Rural","6895","De 15 a 19 anos"
"1995","Masculino","Urbana","4431","De 15 a 19 anos"
"1995","Feminino","Urbana","2042","De 15 a 19 anos"
"1995","Ignorado","Urbana","2195","De 15 a 19 anos"
"1995","Masculino","Rural","1","De 15 a 19 anos"
"1995","Feminino","Rural","1","De 15 a 19 anos"
"1995","Ignorado","Rural","6755","De 15 a 19 anos"
"1995","Masculino","Urbana","4963","De 15 a 19 anos"
"1995","Feminino","Urbana","2212","De 15 a 19 anos"
"1995","Ignorado","Urbana","2147","De 15 a 19 anos"
"1995","Masculino","Rural","0","De 15 a 19 anos"
"1995","Feminino","Rural","1","De 15 a 19 anos"
"1995","Ignorado","Rural","7076","De 15 a 19 anos"
"1995","Masculino","Urbana","4298","De 15 a 19 anos"
"1995","Feminino","Urbana","4376","De 15 a 19 anos"
"1995","Ignorado","Urbana","2534","De 15 a 19 anos"
"1995","Masculino","Rural","1","De 15 a 19 anos"
"1995","Feminino","Rural","1","De 15 a 19 anos"
"1995","Ignorado","Rural","6609","De 15 a 19 anos"
"1995","Masculino","Urbana","5007","De 15 a 19 anos"
"1995","Feminino","Urbana","7526","De 15 a 19 anos"
"1995","Ignorado","Urbana","2786","De 15 a 19 anos"
"1995","Masculino","Rural","3","De 15 a 19 anos"
"1995","Feminino","Rural","0","De 15 a 19 anos"
"1995","Ignorado","Rural","6800","De 15 a 19 anos"
"1995","Masculino","Urbana","9723","De 20 a 24 anos"
"1995","Feminino","Urbana","2476","De 20 a 24 anos"
"1995","Ignorado","Urbana","8995","De 20 a 24 anos"
"1995","Masculino","Rural","1","De 20 a 24 anos"
"1995","Feminino","Rural","2","De 20 a 24 anos"
"1995","Ignorado","Rural","20446","De 20 a 24 anos"
"1995","Masculino","Urbana","5619","De 25 a 29 anos"
"1995","Feminino","Urbana","954","De 25 a 29 anos"
"1995","Ignorado","Urbana","5301","De 25 a 29 anos"
"1995","Masculino","Rural","0","De 25 a 29 anos"
"1995","Feminino","Rural","0","De 25 a 29 anos"
"1995","Ignorado","Rural","0","De 25 a 29 anos"
"1995","Masculino","Urbana","2618","De 30 a 34 anos"
"1995","Feminino","Urbana","689","De 30 a 34 anos"
"1995","Ignorado","Urbana","3294","De 30 a 34 anos"
"1995","Masculino","Rural","0","De 30 a 34 anos"
"1995","Feminino","Rural","0","De 30 a 34 anos"
"1995","Ignorado","Rural","0","De 30 a 34 anos"
"1995","Masculino","Urbana","1267","De 35 a 39 anos"
"1995","Feminino","Urbana","397","De 35 a 39 anos"
"1995","Ignorado","Urbana","1897","De 35 a 39 anos"
"1995","Masculino","Rural","0","De 35 a 39 anos"
"1995","Feminino","Rural","0","De 35 a 39 anos"
"1995","Ignorado","Rural","0","De 35 a 39 anos"
"1995","Masculino","Urbana","816","Acima de 40 anos"
"1995","Feminino","Urbana","255","Acima de 40 anos"
"1995","Ignorado","Urbana","2461","Acima de 40 anos"
"1995","Masculino","Rural","0","Acima de 40 anos"
"1995","Feminino","Rural","0","Acima de 40 anos"
"1995","Ignorado","Rural","0","Acima de 40 anos"
"1995","Masculino","Urbana","14","Ignorada"
"1995","Feminino","Urbana","1","Ignorada"
"1995","Ignorado","Urbana","2961","Ignorada"
"1995","Masculino","Rural","0","Ignorada"
"1995","Feminino","Rural","0","Ignorada"
"1995","Ignorado","Rural","20","Ignorada"
"1996","Masculino","Urbana","14208","Menos de 1 ano"
"1996","Feminino","Urbana","5071","Menos de 1 ano"
"1996","Ignorado","Urbana","1441","Menos de 1 ano"
"1996","Masculino","Rural","2289","Menos de 1 ano"
"1996","Feminino","Rural","731","Menos de 1 ano"
"1996","Ignorado","Rural","667","Menos de 1 ano"
"1996","Masculino","Urbana","8761","1 ano"
"1996","Feminino","Urbana","2913","1 ano"
"1996","Ignorado","Urbana","1896","1 ano"
"1996","Masculino","Rural","1954","1 ano"
"1996","Feminino","Rural","1273","1 ano"
"1996","Ignorado","Rural","784","1 ano"
"1996","Masculino","Urbana","7734","2 anos"
"1996","Feminino","Urbana","2501","2 anos"
"1996","Ignorado","Urbana","1840","2 anos"
"1996","Masculino","Rural","3704","2 anos"
"1996","Feminino","Rural","3757","2 anos"
"1996","Ignorado","Rural","891","2 anos"
"1996","Masculino","Urbana","6517","3 anos"
"1996","Feminino","Urbana","2048","3 anos"
"1996","Ignorado","Urbana","1854","3 anos"
"1996","Masculino","Rural","4287","3 anos"
"1996","Feminino","Rural","5100","3 anos"
"1996","Ignorado","Rural","834","3 anos"
"1996","Masculino","Urbana","6362","4 anos"
"1996","Feminino","Urbana","2081","4 anos"
"1996","Ignorado","Urbana","1760","4 anos"
"1996","Masculino","Rural","4639","4 anos"
"1996","Feminino","Rural","4119","4 anos"
"1996","Ignorado","Rural","2822","4 anos"
"1996","Masculino","Urbana","5336","5 anos"
"1996","Feminino","Urbana","1847","5 anos"
"1996","Ignorado","Urbana","1737","5 anos"
"1996","Masculino","Rural","528","5 anos"
"1996","Feminino","Rural","616","5 anos"
"1996","Ignorado","Rural","4592","5 anos"
"1996","Masculino","Urbana","4482","6 anos"
"1996","Feminino","Urbana","1787","6 anos"
"1996","Ignorado","Urbana","1795","6 anos"
"1996","Masculino","Rural","40","6 anos"
"1996","Feminino","Rural","14","6 anos"
"1996","Ignorado","Rural","5374","6 anos"
"1996","Masculino","Urbana","4484","7 anos"
"1996","Feminino","Urbana","1708","7 anos"
"1996","Ignorado","Urbana","1777","7 anos"
"1996","Masculino","Rural","20","7 anos"
"1996","Feminino","Rural","5","7 anos"
"1996","Ignorado","Rural","5630","7 anos"
"1996","Masculino","Urbana","4410","8 anos"
"1996","Feminino","Urbana","1866","8 anos"
"1996","Ignorado","Urbana","1767","8 anos"
"1996","Masculino","Rural","0","8 anos"
"1996","Feminino","Rural","5","8 anos"
"1996","Ignorado","Rural","5625","8 anos"
"1996","Masculino","Urbana","4561","9 anos"
"1996","Feminino","Urbana","1783","9 anos"
"1996","Ignorado","Urbana","1621","9 anos"
"1996","Masculino","Rural","1","9 anos"
"1996","Feminino","Rural","0","9 anos"
"1996","Ignorado","Rural","6095","9 anos"
"1996","Masculino","Urbana","4944","10 anos"
"1996","Feminino","Urbana","2027","10 anos"
"1996","Ignorado","Urbana","1614","10 anos"
"1996","Masculino","Rural","2","10 anos"
"1996","Feminino","Rural","0","10 anos"
"1996","Ignorado","Rural","6367","10 anos"
"1996","Masculino","Urbana","4672","11 anos"
"1996","Feminino","Urbana","1828","11 anos"
"1996","Ignorado","Urbana","1583","11 anos"
"1996","Masculino","Rural","2","11 anos"
"1996","Feminino","Rural","0","11 anos"
"1996","Ignorado","Rural","7569","11 anos"
"1996","Masculino","Urbana","5902","12 anos"
"1996","Feminino","Urbana","2409","12 anos"
"1996","Ignorado","Urbana","1646","12 anos"
"1996","Masculino","Rural","2","12 anos"
"1996","Feminino","Rural","0","12 anos"
"1996","Ignorado","Rural","7544","12 anos"
"1996","Masculino","Urbana","6339","13 anos"
"1996","Feminino","Urbana","2733","13 anos"
"1996","Ignorado","Urbana","1481","13 anos"
"1996","Masculino","Rural","1","13 anos"
"1996","Feminino","Rural","1","13 anos"
"1996","Ignorado","Rural","7701","13 anos"
"1996","Masculino","Urbana","5178","14 anos"
"1996","Feminino","Urbana","2344","14 anos"
"1996","Ignorado","Urbana","1380","14 anos"
"1996","Masculino","Rural","1","14 anos"
"1996","Feminino","Rural","2","14 anos"
"1996","Ignorado","Rural","7802","14 anos"
"1996","Masculino","Urbana","5215","De 15 a 19 anos"
"1996","Feminino","Urbana","2153","De 15 a 19 anos"
"1996","Ignorado","Urbana","1449","De 15 a 19 anos"
"1996","Masculino","Rural","1","De 15 a 19 anos"
"1996","Feminino","Rural","0","De 15 a 19 anos"
"1996","Ignorado","Rural","7240","De 15 a 19 anos"
"1996","Masculino","Urbana","4761","De 15 a 19 anos"
"1996","Feminino","Urbana","1817","De 15 a 19 anos"
"1996","Ignorado","Urbana","1376","De 15 a 19 anos"
"1996","Masculino","Rural","0","De 15 a 19 anos"
"1996","Feminino","Rural","0","De 15 a 19 anos"
"1996","Ignorado","Rural","6729","De 15 a 19 anos"
"1996","Masculino","Urbana","4324","De 15 a 19 anos"
"1996","Feminino","Urbana","1992","De 15 a 19 anos"
"1996","Ignorado","Urbana","1307","De 15 a 19 anos"
"1996","Masculino","Rural","2","De 15 a 19 anos"
"1996","Feminino","Rural","1","De 15 a 19 anos"
"1996","Ignorado","Rural","6617","De 15 a 19 anos"
"1996","Masculino","Urbana","4836","De 15 a 19 anos"
"1996","Feminino","Urbana","2122","De 15 a 19 anos"
"1996","Ignorado","Urbana","1369","De 15 a 19 anos"
"1996","Masculino","Rural","3","De 15 a 19 anos"
"1996","Feminino","Rural","0","De 15 a 19 anos"
"1996","Ignorado","Rural","6995","De 15 a 19 anos"
"1996","Masculino","Urbana","4497","De 15 a 19 anos"
"1996","Feminino","Urbana","4163","De 15 a 19 anos"
"1996","Ignorado","Urbana","1723","De 15 a 19 anos"
"1996","Masculino","Rural","2","De 15 a 19 anos"
"1996","Feminino","Rural","0","De 15 a 19 anos"
"1996","Ignorado","Rural","6214","De 15 a 19 anos"
"1996","Masculino","Urbana","12849","De 20 a 24 anos"
"1996","Feminino","Urbana","9522","De 20 a 24 anos"
"1996","Ignorado","Urbana","8213","De 20 a 24 anos"
"1996","Masculino","Rural","3","De 20 a 24 anos"
"1996","Feminino","Rural","3","De 20 a 24 anos"
"1996","Ignorado","Rural","24841","De 20 a 24 anos"
"1996","Masculino","Urbana","5848","De 25 a 29 anos"
"1996","Feminino","Urbana","844","De 25 a 29 anos"
"1996","Ignorado","Urbana","4745","De 25 a 29 anos"
"1996","Masculino","Rural","0","De 25 a 29 anos"
"1996","Feminino","Rural","0","De 25 a 29 anos"
"1996","Ignorado","Rural","0","De 25 a 29 anos"
"1996","Masculino","Urbana","3121","De 30 a 34 anos"
"1996","Feminino","Urbana","780","De 30 a 34 anos"
"1996","Ignorado","Urbana","2957","De 30 a 34 anos"
"1996","Masculino","Rural","0","De 30 a 34 anos"
"1996","Feminino","Rural","0","De 30 a 34 anos"
"1996","Ignorado","Rural","0","De 30 a 34 anos"
"1996","Masculino","Urbana","1257","De 35 a 39 anos"
"1996","Feminino","Urbana","336","De 35 a 39 anos"
"1996","Ignorado","Urbana","1609","De 35 a 39 anos"
"1996","Masculino","Rural","0","De 35 a 39 anos"
"1996","Feminino","Rural","0","De 35 a 39 anos"
"1996","Ignorado","Rural","0","De 35 a 39 anos"
"1996","Masculino","Urbana","920","Acima de 40 anos"
"1996","Feminino","Urbana","285","Acima de 40 anos"
"1996","Ignorado","Urbana","2368","Acima de 40 anos"
"1996","Masculino","Rural","0","Acima de 40 anos"
"1996","Feminino","Rural","0","Acima de 40 anos"
"1996","Ignorado","Rural","0","Acima de 40 anos"
"1996","Masculino","Urbana","408","Ignorada"
"1996","Feminino","Urbana","90","Ignorada"
"1996","Ignorado","Urbana","227","Ignorada"
"1996","Masculino","Rural","53","Ignorada"
"1996","Feminino","Rural","7","Ignorada"
"1996","Ignorado","Rural","27","Ignorada"
"1997","Masculino","Urbana","15133","Menos de 1 ano"
"1997","Feminino","Urbana","6385","Menos de 1 ano"
"1997","Ignorado","Urbana","1498","Menos de 1 ano"
"1997","Masculino","Rural","2302","Menos de 1 ano"
"1997","Feminino","Rural","744","Menos de 1 ano"
"1997","Ignorado","Rural","678","Menos de 1 ano"
"1997","Masculino","Urbana","8978","1 ano"
"1997","Feminino","Urbana","3485","1 ano"
"1997","Ignorado","Urbana","1792","1 ano"
"1997","Masculino","Rural","1700","1 ano"
"1997","Feminino","Rural","760","1 ano"
"1997","Ignorado","Rural","910","1 ano"
"1997","Masculino","Urbana","6488","2 anos"
"1997","Feminino","Urbana","2055","2 anos"
"1997","Ignorado","Urbana","1874","2 anos"
"1997","Masculino","Rural","1784","2 anos"
"1997","Feminino","Rural","1276","2 anos"
"1997","Ignorado","Rural","886","2 anos"
"1997","Masculino","Urbana","6802","3 anos"
"1997","Feminino","Urbana","2097","3 anos"
"1997","Ignorado","Urbana","1889","3 anos"
"1997","Masculino","Rural","3576","3 anos"
"1997","Feminino","Rural","4013","3 anos"
"1997","Ignorado","Rural","806","3 anos"
"1997","Masculino","Urbana","6039","4 anos"
"1997","Feminino","Urbana","1836","4 anos"
"1997","Ignorado","Urbana","1802","4 anos"
"1997","Masculino","Rural","4576","4 anos"
"1997","Feminino","Rural","5202","4 anos"
"1997","Ignorado","Rural","881","4 anos"
"1997","Masculino","Urbana","6099","5 anos"
"1997","Feminino","Urbana","1913","5 anos"
"1997","Ignorado","Urbana","1717","5 anos"
"1997","Masculino","Rural","4697","5 anos"
"1997","Feminino","Rural","4185","5 anos"
"1997","Ignorado","Rural","2973","5 anos"
"1997","Masculino","Urbana","4851","6 anos"
"1997","Feminino","Urbana","1717","6 anos"
"1997","Ignorado","Urbana","1889","6 anos"
"1997","Masculino","Rural","484","6 anos"
"1997","Feminino","Rural","521","6 anos"
"1997","Ignorado","Rural","4562","6 anos"
"1997","Masculino","Urbana","4222","7 anos"
"1997","Feminino","Urbana","1605","7 anos"
"1997","Ignorado","Urbana","1817","7 anos"
"1997","Masculino","Rural","48","7 anos"
"1997","Feminino","Rural","14","7 anos"
"1997","Ignorado","Rural","5447","7 anos"
"1997","Masculino","Urbana","4203","8 anos"
"1997","Feminino","Urbana","1717","8 anos"
"1997","Ignorado","Urbana","1842","8 anos"
"1997","Masculino","Rural","19","8 anos"
"1997","Feminino","Rural","9","8 anos"
"1997","Ignorado","Rural","5539","8 anos"
"1997","Masculino","Urbana","4215","9 anos"
"1997","Feminino","Urbana","1676","9 anos"
"1997","Ignorado","Urbana","1779","9 anos"
"1997","Masculino","Rural","4","9 anos"
"1997","Feminino","Rural","2","9 anos"
"1997","Ignorado","Rural","5549","9 anos"
"1997","Masculino","Urbana","4236","10 anos"
"1997","Feminino","Urbana","1708","10 anos"
"1997","Ignorado","Urbana","1745","10 anos"
"1997","Masculino","Rural","2","10 anos"
"1997","Feminino","Rural","1","10 anos"
"1997","Ignorado","Rural","5581","10 anos"
"1997","Masculino","Urbana","4855","11 anos"
"1997","Feminino","Urbana","1875","11 anos"
"1997","Ignorado","Urbana","1682","11 anos"
"1997","Masculino","Rural","1","11 anos"
"1997","Feminino","Rural","1","11 anos"
"1997","Ignorado","Rural","6212","11 anos"
"1997","Masculino","Urbana","4461","12 anos"
"1997","Feminino","Urbana","1700","12 anos"
"1997","Ignorado","Urbana","1633","12 anos"
"1997","Masculino","Rural","1","12 anos"
"1997","Feminino","Rural","1","12 anos"
"1997","Ignorado","Rural","7249","12 anos"
"1997","Masculino","Urbana","5667","13 anos"
"1997","Feminino","Urbana","2320","13 anos"
"1997","Ignorado","Urbana","1581","13 anos"
"1997","Masculino","Rural","1","13 anos"
"1997","Feminino","Rural","0","13 anos"
"1997","Ignorado","Rural","7189","13 anos"
"1997","Masculino","Urbana","5932","14 anos"
"1997","Feminino","Urbana","2688","14 anos"
"1997","Ignorado","Urbana","1577","14 anos"
"1997","Masculino","Rural","2","14 anos"
"1997","Feminino","Rural","2","14 anos"
"1997","Ignorado","Rural","6999","14 anos"
"1997","Masculino","Urbana","4924","De 15 a 19 anos"
"1997","Feminino","Urbana","2161","De 15 a 19 anos"
"1997","Ignorado","Urbana","1475","De 15 a 19 anos"
"1997","Masculino","Rural","1","De 15 a 19 anos"
"1997","Feminino","Rural","1","De 15 a 19 anos"
"1997","Ignorado","Rural","7250","De 15 a 19 anos"
"1997","Masculino","Urbana","4870","De 15 a 19 anos"
