"Ano","Sexo","Clientela","Quantidade Benefícios Cessados","Tempo de Duração"
"2010","Ignorado","Urbana","4","De 25 a 29 anos"
"2010","Ignorado","Rural","365","De 25 a 29 anos"
"2010","Masculino","Urbana","5331","De 25 a 29 anos"
"2010","Masculino","Rural","2308","De 25 a 29 anos"
"2010","Feminino","Urbana","3551","De 25 a 29 anos"
"2010","Feminino","Rural","1380","De 25 a 29 anos"
"2010","Ignorado","Urbana","226","De 25 a 29 anos"
"2010","Ignorado","Rural","1189","De 25 a 29 anos"
"2010","Ignorado","Urbana","1","De 25 a 29 anos"
"2010","Ignorado","Rural","397","De 25 a 29 anos"
"2010","Masculino","Urbana","4292","De 25 a 29 anos"
"2010","Masculino","Rural","2233","De 25 a 29 anos"
"2010","Feminino","Urbana","2754","De 25 a 29 anos"
"2010","Feminino","Rural","1345","De 25 a 29 anos"
"2010","Ignorado","Urbana","252","De 25 a 29 anos"
"2010","Ignorado","Rural","1197","De 25 a 29 anos"
"2010","Ignorado","Rural","297","De 25 a 29 anos"
"2010","Masculino","Urbana","3944","De 25 a 29 anos"
"2010","Masculino","Rural","1671","De 25 a 29 anos"
"2010","Feminino","Urbana","2276","De 25 a 29 anos"
"2010","Feminino","Rural","1008","De 25 a 29 anos"
"2010","Ignorado","Urbana","247","De 25 a 29 anos"
"2010","Ignorado","Rural","1200","De 25 a 29 anos"
"2010","Ignorado","Urbana","1","De 30 a 34 anos"
"2010","Ignorado","Rural","266","De 30 a 34 anos"
"2010","Masculino","Urbana","3476","De 30 a 34 anos"
"2010","Masculino","Rural","1286","De 30 a 34 anos"
"2010","Feminino","Urbana","1904","De 30 a 34 anos"
"2010","Feminino","Rural","701","De 30 a 34 anos"
"2010","Ignorado","Urbana","210","De 30 a 34 anos"
"2010","Ignorado","Rural","1173","De 30 a 34 anos"
"2010","Ignorado","Rural","192","De 30 a 34 anos"
"2010","Masculino","Urbana","2998","De 30 a 34 anos"
"2010","Masculino","Rural","1168","De 30 a 34 anos"
"2010","Feminino","Urbana","1717","De 30 a 34 anos"
"2010","Feminino","Rural","564","De 30 a 34 anos"
"2010","Ignorado","Urbana","185","De 30 a 34 anos"
"2010","Ignorado","Rural","1041","De 30 a 34 anos"
"2010","Ignorado","Urbana","12","De 30 a 34 anos"
"2010","Ignorado","Rural","186","De 30 a 34 anos"
"2010","Masculino","Urbana","3260","De 30 a 34 anos"
"2010","Masculino","Rural","1014","De 30 a 34 anos"
"2010","Feminino","Urbana","1539","De 30 a 34 anos"
"2010","Feminino","Rural","540","De 30 a 34 anos"
"2010","Ignorado","Urbana","199","De 30 a 34 anos"
"2010","Ignorado","Rural","1018","De 30 a 34 anos"
"2010","Ignorado","Urbana","24","De 30 a 34 anos"
"2010","Ignorado","Rural","157","De 30 a 34 anos"
"2010","Masculino","Urbana","2901","De 30 a 34 anos"
"2010","Masculino","Rural","815","De 30 a 34 anos"
"2010","Feminino","Urbana","1994","De 30 a 34 anos"
"2010","Feminino","Rural","490","De 30 a 34 anos"
"2010","Ignorado","Urbana","176","De 30 a 34 anos"
"2010","Ignorado","Rural","958","De 30 a 34 anos"
"2010","Ignorado","Urbana","41","De 30 a 34 anos"
"2010","Ignorado","Rural","126","De 30 a 34 anos"
"2010","Masculino","Urbana","2644","De 30 a 34 anos"
"2010","Masculino","Rural","693","De 30 a 34 anos"
"2010","Feminino","Urbana","2430","De 30 a 34 anos"
"2010","Feminino","Rural","392","De 30 a 34 anos"
"2010","Ignorado","Urbana","157","De 30 a 34 anos"
"2010","Ignorado","Rural","817","De 30 a 34 anos"
"2010","Ignorado","Urbana","33","De 35 a 39 anos"
"2010","Ignorado","Rural","45","De 35 a 39 anos"
"2010","Masculino","Urbana","1606","De 35 a 39 anos"
"2010","Masculino","Rural","343","De 35 a 39 anos"
"2010","Feminino","Urbana","795","De 35 a 39 anos"
"2010","Feminino","Rural","156","De 35 a 39 anos"
"2010","Ignorado","Urbana","159","De 35 a 39 anos"
"2010","Ignorado","Rural","685","De 35 a 39 anos"
"2010","Ignorado","Urbana","24","De 35 a 39 anos"
"2010","Ignorado","Rural","26","De 35 a 39 anos"
"2010","Masculino","Urbana","1170","De 35 a 39 anos"
"2010","Masculino","Rural","180","De 35 a 39 anos"
"2010","Feminino","Urbana","449","De 35 a 39 anos"
"2010","Feminino","Rural","68","De 35 a 39 anos"
"2010","Ignorado","Urbana","136","De 35 a 39 anos"
"2010","Ignorado","Rural","673","De 35 a 39 anos"
"2010","Ignorado","Urbana","26","De 35 a 39 anos"
"2010","Ignorado","Rural","35","De 35 a 39 anos"
"2010","Masculino","Urbana","955","De 35 a 39 anos"
"2010","Masculino","Rural","143","De 35 a 39 anos"
"2010","Feminino","Urbana","317","De 35 a 39 anos"
"2010","Feminino","Rural","63","De 35 a 39 anos"
"2010","Ignorado","Urbana","118","De 35 a 39 anos"
"2010","Ignorado","Rural","621","De 35 a 39 anos"
"2010","Ignorado","Urbana","26","De 35 a 39 anos"
"2010","Ignorado","Rural","83","De 35 a 39 anos"
"2010","Masculino","Urbana","854","De 35 a 39 anos"
"2010","Masculino","Rural","222","De 35 a 39 anos"
"2010","Feminino","Urbana","242","De 35 a 39 anos"
"2010","Feminino","Rural","121","De 35 a 39 anos"
"2010","Ignorado","Urbana","121","De 35 a 39 anos"
"2010","Ignorado","Rural","333","De 35 a 39 anos"
"2010","Ignorado","Urbana","11","De 35 a 39 anos"
"2010","Masculino","Urbana","669","De 35 a 39 anos"
"2010","Feminino","Urbana","156","De 35 a 39 anos"
"2010","Ignorado","Urbana","94","De 35 a 39 anos"
"2010","Ignorado","Urbana","12","Acima de 40 anos"
"2010","Masculino","Urbana","601","Acima de 40 anos"
"2010","Feminino","Urbana","150","Acima de 40 anos"
"2010","Ignorado","Urbana","84","Acima de 40 anos"
"2010","Ignorado","Urbana","6","Acima de 40 anos"
"2010","Masculino","Urbana","472","Acima de 40 anos"
"2010","Feminino","Urbana","160","Acima de 40 anos"
"2010","Ignorado","Urbana","82","Acima de 40 anos"
"2010","Ignorado","Urbana","6","Acima de 40 anos"
"2010","Masculino","Urbana","320","Acima de 40 anos"
"2010","Feminino","Urbana","104","Acima de 40 anos"
"2010","Ignorado","Urbana","62","Acima de 40 anos"
"2010","Ignorado","Urbana","6","Acima de 40 anos"
"2010","Masculino","Urbana","282","Acima de 40 anos"
"2010","Feminino","Urbana","113","Acima de 40 anos"
"2010","Ignorado","Urbana","55","Acima de 40 anos"
"2010","Ignorado","Urbana","4","Acima de 40 anos"
"2010","Masculino","Urbana","333","Acima de 40 anos"
"2010","Feminino","Urbana","171","Acima de 40 anos"
"2010","Ignorado","Urbana","56","Acima de 40 anos"
"2010","Ignorado","Urbana","8","Acima de 40 anos"
"2010","Masculino","Urbana","329","Acima de 40 anos"
"2010","Feminino","Urbana","148","Acima de 40 anos"
"2010","Ignorado","Urbana","43","Acima de 40 anos"
"2010","Ignorado","Urbana","7","Acima de 40 anos"
"2010","Masculino","Urbana","210","Acima de 40 anos"
"2010","Feminino","Urbana","126","Acima de 40 anos"
"2010","Ignorado","Urbana","39","Acima de 40 anos"
"2010","Ignorado","Urbana","5","Acima de 40 anos"
"2010","Masculino","Urbana","162","Acima de 40 anos"
"2010","Feminino","Urbana","89","Acima de 40 anos"
"2010","Ignorado","Urbana","51","Acima de 40 anos"
"2010","Ignorado","Urbana","2","Acima de 40 anos"
"2010","Masculino","Urbana","120","Acima de 40 anos"
"2010","Feminino","Urbana","77","Acima de 40 anos"
"2010","Ignorado","Urbana","30","Acima de 40 anos"
"2010","Ignorado","Urbana","3","Acima de 40 anos"
"2010","Masculino","Urbana","80","Acima de 40 anos"
"2010","Feminino","Urbana","33","Acima de 40 anos"
"2010","Ignorado","Urbana","36","Acima de 40 anos"
"2010","Ignorado","Urbana","5","Acima de 40 anos"
"2010","Masculino","Urbana","105","Acima de 40 anos"
"2010","Feminino","Urbana","64","Acima de 40 anos"
"2010","Ignorado","Urbana","37","Acima de 40 anos"
"2010","Ignorado","Urbana","5","Acima de 40 anos"
"2010","Masculino","Urbana","113","Acima de 40 anos"
"2010","Feminino","Urbana","71","Acima de 40 anos"
"2010","Ignorado","Urbana","29","Acima de 40 anos"
"2010","Ignorado","Urbana","4","Acima de 40 anos"
"2010","Masculino","Urbana","103","Acima de 40 anos"
"2010","Feminino","Urbana","70","Acima de 40 anos"
"2010","Ignorado","Urbana","25","Acima de 40 anos"
"2010","Ignorado","Urbana","4","Acima de 40 anos"
"2010","Masculino","Urbana","104","Acima de 40 anos"
"2010","Feminino","Urbana","65","Acima de 40 anos"
"2010","Ignorado","Urbana","22","Acima de 40 anos"
"2010","Ignorado","Urbana","1","Acima de 40 anos"
"2010","Masculino","Urbana","74","Acima de 40 anos"
"2010","Feminino","Urbana","38","Acima de 40 anos"
"2010","Ignorado","Urbana","23","Acima de 40 anos"
"2010","Ignorado","Urbana","1","Acima de 40 anos"
"2010","Masculino","Urbana","53","Acima de 40 anos"
"2010","Feminino","Urbana","31","Acima de 40 anos"
"2010","Ignorado","Urbana","22","Acima de 40 anos"
"2010","Ignorado","Urbana","2","Acima de 40 anos"
"2010","Masculino","Urbana","52","Acima de 40 anos"
"2010","Feminino","Urbana","30","Acima de 40 anos"
"2010","Ignorado","Urbana","18","Acima de 40 anos"
"2010","Ignorado","Urbana","2","Acima de 40 anos"
"2010","Masculino","Urbana","43","Acima de 40 anos"
"2010","Feminino","Urbana","35","Acima de 40 anos"
"2010","Ignorado","Urbana","19","Acima de 40 anos"
"2010","Ignorado","Urbana","1","Acima de 40 anos"
"2010","Masculino","Urbana","35","Acima de 40 anos"
"2010","Feminino","Urbana","24","Acima de 40 anos"
"2010","Ignorado","Urbana","16","Acima de 40 anos"
"2010","Ignorado","Urbana","2","Acima de 40 anos"
"2010","Masculino","Urbana","29","Acima de 40 anos"
"2010","Feminino","Urbana","27","Acima de 40 anos"
"2010","Ignorado","Urbana","9","Acima de 40 anos"
"2010","Ignorado","Urbana","2","Acima de 40 anos"
"2010","Masculino","Urbana","23","Acima de 40 anos"
"2010","Feminino","Urbana","11","Acima de 40 anos"
"2010","Ignorado","Urbana","11","Acima de 40 anos"
"2010","Ignorado","Urbana","1","Acima de 40 anos"
"2010","Masculino","Urbana","11","Acima de 40 anos"
"2010","Feminino","Urbana","15","Acima de 40 anos"
"2010","Ignorado","Urbana","13","Acima de 40 anos"
"2010","Ignorado","Urbana","1","Acima de 40 anos"
"2010","Masculino","Urbana","15","Acima de 40 anos"
"2010","Feminino","Urbana","10","Acima de 40 anos"
"2010","Ignorado","Urbana","25","Acima de 40 anos"
"2010","Masculino","Urbana","5","Acima de 40 anos"
"2010","Feminino","Urbana","5","Acima de 40 anos"
"2010","Ignorado","Urbana","17","Acima de 40 anos"
"2010","Masculino","Urbana","7","Acima de 40 anos"
"2010","Feminino","Urbana","11","Acima de 40 anos"
"2010","Ignorado","Urbana","11","Acima de 40 anos"
"2010","Masculino","Urbana","7","Acima de 40 anos"
"2010","Feminino","Urbana","7","Acima de 40 anos"
"2010","Ignorado","Urbana","13","Acima de 40 anos"
"2010","Masculino","Urbana","2","Acima de 40 anos"
"2010","Feminino","Urbana","3","Acima de 40 anos"
"2010","Ignorado","Urbana","21","Acima de 40 anos"
"2010","Feminino","Urbana","1","Acima de 40 anos"
"2010","Ignorado","Urbana","8","Acima de 40 anos"
"2010","Masculino","Urbana","1","Acima de 40 anos"
"2010","Feminino","Urbana","1","Acima de 40 anos"
"2010","Ignorado","Urbana","6","Acima de 40 anos"
"2010","Feminino","Urbana","3","Acima de 40 anos"
"2010","Ignorado","Urbana","7","Acima de 40 anos"
"2010","Feminino","Urbana","1","Acima de 40 anos"
"2010","Ignorado","Urbana","34","Acima de 40 anos"
"2010","Ignorado","Rural","1","Ignorada"
"2010","Masculino","Urbana","141","Ignorada"
"2010","Masculino","Rural","17","Ignorada"
"2010","Feminino","Urbana","80","Ignorada"
"2010","Feminino","Rural","15","Ignorada"
"2010","Ignorado","Urbana","17","Ignorada"
"2010","Ignorado","Rural","13","Ignorada"
"2011","Masculino","Urbana","23","Ignorada"
"2011","Masculino","Rural","11","Ignorada"
"2011","Feminino","Urbana","7","Ignorada"
"2011","Feminino","Rural","1","Ignorada"
"2011","Masculino","Urbana","1273","Menos de 1 ano"
"2011","Masculino","Rural","121","Menos de 1 ano"
"2011","Feminino","Urbana","506","Menos de 1 ano"
"2011","Feminino","Rural","41","Menos de 1 ano"
"2011","Masculino","Urbana","1960","Menos de 1 ano"
"2011","Masculino","Rural","228","Menos de 1 ano"
"2011","Feminino","Urbana","797","Menos de 1 ano"
"2011","Feminino","Rural","94","Menos de 1 ano"
"2011","Masculino","Urbana","1626","Menos de 1 ano"
"2011","Masculino","Rural","205","Menos de 1 ano"
"2011","Feminino","Urbana","694","Menos de 1 ano"
"2011","Feminino","Rural","96","Menos de 1 ano"
"2011","Masculino","Urbana","1283","Menos de 1 ano"
"2011","Masculino","Rural","164","Menos de 1 ano"
"2011","Feminino","Urbana","612","Menos de 1 ano"
"2011","Feminino","Rural","86","Menos de 1 ano"
"2011","Masculino","Urbana","1080","Menos de 1 ano"
"2011","Masculino","Rural","145","Menos de 1 ano"
"2011","Feminino","Urbana","514","Menos de 1 ano"
"2011","Feminino","Rural","89","Menos de 1 ano"
"2011","Masculino","Urbana","896","Menos de 1 ano"
"2011","Masculino","Rural","128","Menos de 1 ano"
"2011","Feminino","Urbana","453","Menos de 1 ano"
"2011","Feminino","Rural","69","Menos de 1 ano"
"2011","Masculino","Urbana","754","Menos de 1 ano"
"2011","Masculino","Rural","118","Menos de 1 ano"
"2011","Feminino","Urbana","358","Menos de 1 ano"
"2011","Feminino","Rural","53","Menos de 1 ano"
"2011","Masculino","Urbana","719","Menos de 1 ano"
"2011","Masculino","Rural","101","Menos de 1 ano"
"2011","Feminino","Urbana","357","Menos de 1 ano"
"2011","Feminino","Rural","55","Menos de 1 ano"
"2011","Masculino","Urbana","615","Menos de 1 ano"
"2011","Masculino","Rural","82","Menos de 1 ano"
"2011","Feminino","Urbana","340","Menos de 1 ano"
"2011","Feminino","Rural","55","Menos de 1 ano"
"2011","Masculino","Urbana","561","Menos de 1 ano"
"2011","Masculino","Rural","83","Menos de 1 ano"
"2011","Feminino","Urbana","295","Menos de 1 ano"
"2011","Feminino","Rural","38","Menos de 1 ano"
"2011","Masculino","Urbana","531","Menos de 1 ano"
"2011","Masculino","Rural","68","Menos de 1 ano"
"2011","Feminino","Urbana","276","Menos de 1 ano"
"2011","Feminino","Rural","35","Menos de 1 ano"
"2011","Masculino","Urbana","14340","Menos de 1 ano"
"2011","Masculino","Rural","1864","Menos de 1 ano"
"2011","Feminino","Urbana","8789","Menos de 1 ano"
"2011","Feminino","Rural","1044","Menos de 1 ano"
"2011","Ignorado","Urbana","163","Menos de 1 ano"
"2011","Ignorado","Rural","92","Menos de 1 ano"
"2011","Masculino","Urbana","14521","1 ano"
"2011","Masculino","Rural","2417","1 ano"
"2011","Feminino","Urbana","8569","1 ano"
"2011","Feminino","Rural","1722","1 ano"
"2011","Ignorado","Urbana","265","1 ano"
"2011","Ignorado","Rural","146","1 ano"
"2011","Masculino","Urbana","11986","2 anos"
"2011","Masculino","Rural","2275","2 anos"
"2011","Feminino","Urbana","7090","2 anos"
"2011","Feminino","Rural","1640","2 anos"
"2011","Ignorado","Urbana","278","2 anos"
"2011","Ignorado","Rural","166","2 anos"
"2011","Masculino","Urbana","10736","3 anos"
"2011","Masculino","Rural","2388","3 anos"
"2011","Feminino","Urbana","6390","3 anos"
"2011","Feminino","Rural","1757","3 anos"
"2011","Ignorado","Urbana","268","3 anos"
"2011","Ignorado","Rural","170","3 anos"
"2011","Masculino","Urbana","8968","4 anos"
"2011","Masculino","Rural","2308","4 anos"
"2011","Feminino","Urbana","5637","4 anos"
"2011","Feminino","Rural","1891","4 anos"
"2011","Ignorado","Urbana","310","4 anos"
"2011","Ignorado","Rural","173","4 anos"
"2011","Masculino","Urbana","10303","5 anos"
"2011","Masculino","Rural","2489","5 anos"
"2011","Feminino","Urbana","6315","5 anos"
"2011","Feminino","Rural","1985","5 anos"
"2011","Ignorado","Urbana","336","5 anos"
"2011","Ignorado","Rural","183","5 anos"
"2011","Ignorado","Urbana","1","6 anos"
"2011","Masculino","Urbana","11227","6 anos"
"2011","Masculino","Rural","2543","6 anos"
"2011","Feminino","Urbana","7117","6 anos"
"2011","Feminino","Rural","2082","6 anos"
"2011","Ignorado","Urbana","344","6 anos"
"2011","Ignorado","Rural","181","6 anos"
"2011","Masculino","Urbana","12296","7 anos"
"2011","Masculino","Rural","2691","7 anos"
"2011","Feminino","Urbana","8202","7 anos"
"2011","Feminino","Rural","2043","7 anos"
"2011","Ignorado","Urbana","331","7 anos"
"2011","Ignorado","Rural","204","7 anos"
"2011","Ignorado","Urbana","5","8 anos"
"2011","Ignorado","Rural","1","8 anos"
"2011","Masculino","Urbana","9316","8 anos"
"2011","Masculino","Rural","3180","8 anos"
"2011","Feminino","Urbana","5406","8 anos"
"2011","Feminino","Rural","2383","8 anos"
"2011","Ignorado","Urbana","359","8 anos"
"2011","Ignorado","Rural","226","8 anos"
"2011","Ignorado","Urbana","10","9 anos"
"2011","Ignorado","Rural","4","9 anos"
"2011","Masculino","Urbana","7355","9 anos"
"2011","Masculino","Rural","2974","9 anos"
"2011","Feminino","Urbana","4297","9 anos"
"2011","Feminino","Rural","2267","9 anos"
"2011","Ignorado","Urbana","389","9 anos"
"2011","Ignorado","Rural","209","9 anos"
"2011","Ignorado","Urbana","3","10 anos"
"2011","Ignorado","Rural","4","10 anos"
"2011","Masculino","Urbana","6688","10 anos"
"2011","Masculino","Rural","3164","10 anos"
"2011","Feminino","Urbana","4304","10 anos"
"2011","Feminino","Rural","2391","10 anos"
"2011","Ignorado","Urbana","381","10 anos"
"2011","Ignorado","Rural","232","10 anos"
"2011","Ignorado","Urbana","6","11 anos"
"2011","Ignorado","Rural","10","11 anos"
"2011","Masculino","Urbana","7167","11 anos"
"2011","Masculino","Rural","3352","11 anos"
"2011","Feminino","Urbana","4877","11 anos"
"2011","Feminino","Rural","2818","11 anos"
"2011","Ignorado","Urbana","431","11 anos"
"2011","Ignorado","Rural","203","11 anos"
"2011","Ignorado","Urbana","13","12 anos"
"2011","Ignorado","Rural","28","12 anos"
"2011","Masculino","Urbana","8453","12 anos"
"2011","Masculino","Rural","3694","12 anos"
"2011","Feminino","Urbana","5639","12 anos"
"2011","Feminino","Rural","2777","12 anos"
"2011","Ignorado","Urbana","427","12 anos"
"2011","Ignorado","Rural","212","12 anos"
"2011","Ignorado","Urbana","8","13 anos"
"2011","Ignorado","Rural","24","13 anos"
"2011","Masculino","Urbana","9209","13 anos"
"2011","Masculino","Rural","3461","13 anos"
"2011","Feminino","Urbana","5113","13 anos"
"2011","Feminino","Rural","2526","13 anos"
"2011","Ignorado","Urbana","397","13 anos"
"2011","Ignorado","Rural","175","13 anos"
"2011","Ignorado","Urbana","9","14 anos"
"2011","Ignorado","Rural","15","14 anos"
"2011","Masculino","Urbana","9321","14 anos"
"2011","Masculino","Rural","2618","14 anos"
"2011","Feminino","Urbana","5002","14 anos"
"2011","Feminino","Rural","1884","14 anos"
"2011","Ignorado","Urbana","425","14 anos"
"2011","Ignorado","Rural","181","14 anos"
"2011","Ignorado","Urbana","3","De 15 a 19 anos"
"2011","Ignorado","Rural","12","De 15 a 19 anos"
"2011","Masculino","Urbana","8119","De 15 a 19 anos"
"2011","Masculino","Rural","2302","De 15 a 19 anos"
"2011","Feminino","Urbana","3974","De 15 a 19 anos"
"2011","Feminino","Rural","1618","De 15 a 19 anos"
"2011","Ignorado","Urbana","481","De 15 a 19 anos"
"2011","Ignorado","Rural","181","De 15 a 19 anos"
"2011","Ignorado","Urbana","3","De 15 a 19 anos"
"2011","Ignorado","Rural","8","De 15 a 19 anos"
"2011","Masculino","Urbana","7371","De 15 a 19 anos"
"2011","Masculino","Rural","2855","De 15 a 19 anos"
"2011","Feminino","Urbana","3492","De 15 a 19 anos"
"2011","Feminino","Rural","3005","De 15 a 19 anos"
"2011","Ignorado","Urbana","549","De 15 a 19 anos"
"2011","Ignorado","Rural","191","De 15 a 19 anos"
"2011","Ignorado","Urbana","4","De 15 a 19 anos"
"2011","Ignorado","Rural","25","De 15 a 19 anos"
"2011","Masculino","Urbana","7670","De 15 a 19 anos"
"2011","Masculino","Rural","6292","De 15 a 19 anos"
"2011","Feminino","Urbana","3887","De 15 a 19 anos"
"2011","Feminino","Rural","9575","De 15 a 19 anos"
"2011","Ignorado","Urbana","544","De 15 a 19 anos"
"2011","Ignorado","Rural","159","De 15 a 19 anos"
"2011","Ignorado","Urbana","1","De 15 a 19 anos"
"2011","Ignorado","Rural","30","De 15 a 19 anos"
"2011","Masculino","Urbana","7449","De 15 a 19 anos"
"2011","Masculino","Rural","8256","De 15 a 19 anos"
"2011","Feminino","Urbana","3960","De 15 a 19 anos"
"2011","Feminino","Rural","12700","De 15 a 19 anos"
"2011","Ignorado","Urbana","535","De 15 a 19 anos"
"2011","Ignorado","Rural","170","De 15 a 19 anos"
"2011","Ignorado","Rural","199","De 15 a 19 anos"
"2011","Masculino","Urbana","7648","De 15 a 19 anos"
"2011","Masculino","Rural","9794","De 15 a 19 anos"
"2011","Feminino","Urbana","4420","De 15 a 19 anos"
"2011","Feminino","Rural","10400","De 15 a 19 anos"
"2011","Ignorado","Urbana","490","De 15 a 19 anos"
"2011","Ignorado","Rural","540","De 15 a 19 anos"
"2011","Ignorado","Urbana","2","De 20 a 24 anos"
"2011","Ignorado","Rural","301","De 20 a 24 anos"
"2011","Masculino","Urbana","5544","De 20 a 24 anos"
"2011","Masculino","Rural","3773","De 20 a 24 anos"
"2011","Feminino","Urbana","3716","De 20 a 24 anos"
"2011","Feminino","Rural","2675","De 20 a 24 anos"
"2011","Ignorado","Urbana","435","De 20 a 24 anos"
"2011","Ignorado","Rural","926","De 20 a 24 anos"
"2011","Ignorado","Urbana","1","De 20 a 24 anos"
"2011","Ignorado","Rural","395","De 20 a 24 anos"
"2011","Masculino","Urbana","4410","De 20 a 24 anos"
"2011","Masculino","Rural","3247","De 20 a 24 anos"
"2011","Feminino","Urbana","3280","De 20 a 24 anos"
"2011","Feminino","Rural","1962","De 20 a 24 anos"
"2011","Ignorado","Urbana","450","De 20 a 24 anos"
"2011","Ignorado","Rural","1056","De 20 a 24 anos"
"2011","Ignorado","Urbana","2","De 20 a 24 anos"
"2011","Ignorado","Rural","369","De 20 a 24 anos"
"2011","Masculino","Urbana","4380","De 20 a 24 anos"
"2011","Masculino","Rural","2983","De 20 a 24 anos"
"2011","Feminino","Urbana","3439","De 20 a 24 anos"
"2011","Feminino","Rural","1895","De 20 a 24 anos"
"2011","Ignorado","Urbana","389","De 20 a 24 anos"
"2011","Ignorado","Rural","1128","De 20 a 24 anos"
"2011","Ignorado","Urbana","2","De 20 a 24 anos"
"2011","Ignorado","Rural","306","De 20 a 24 anos"
"2011","Masculino","Urbana","4304","De 20 a 24 anos"
"2011","Masculino","Rural","2647","De 20 a 24 anos"
"2011","Feminino","Urbana","3286","De 20 a 24 anos"
"2011","Feminino","Rural","1666","De 20 a 24 anos"
"2011","Ignorado","Urbana","370","De 20 a 24 anos"
"2011","Ignorado","Rural","1322","De 20 a 24 anos"
"2011","Ignorado","Rural","300","De 20 a 24 anos"
"2011","Masculino","Urbana","4492","De 20 a 24 anos"
"2011","Masculino","Rural","2406","De 20 a 24 anos"
"2011","Feminino","Urbana","3255","De 20 a 24 anos"
"2011","Feminino","Rural","1530","De 20 a 24 anos"
"2011","Ignorado","Urbana","340","De 20 a 24 anos"
"2011","Ignorado","Rural","1783","De 20 a 24 anos"
"2011","Ignorado","Rural","308","De 25 a 29 anos"
"2011","Masculino","Urbana","4658","De 25 a 29 anos"
"2011","Masculino","Rural","2319","De 25 a 29 anos"
"2011","Feminino","Urbana","3251","De 25 a 29 anos"
"2011","Feminino","Rural","1767","De 25 a 29 anos"
"2011","Ignorado","Urbana","342","De 25 a 29 anos"
"2011","Ignorado","Rural","1315","De 25 a 29 anos"
"2011","Ignorado","Urbana","2","De 25 a 29 anos"
"2011","Ignorado","Rural","355","De 25 a 29 anos"
"2011","Masculino","Urbana","4412","De 25 a 29 anos"
"2011","Masculino","Rural","2350","De 25 a 29 anos"
"2011","Feminino","Urbana","2934","De 25 a 29 anos"
"2011","Feminino","Rural","1791","De 25 a 29 anos"
"2011","Ignorado","Urbana","337","De 25 a 29 anos"
"2011","Ignorado","Rural","1394","De 25 a 29 anos"
"2011","Ignorado","Urbana","1","De 25 a 29 anos"
"2011","Ignorado","Rural","316","De 25 a 29 anos"
"2011","Masculino","Urbana","5379","De 25 a 29 anos"
"2011","Masculino","Rural","2243","De 25 a 29 anos"
"2011","Feminino","Urbana","3397","De 25 a 29 anos"
"2011","Feminino","Rural","1557","De 25 a 29 anos"
"2011","Ignorado","Urbana","280","De 25 a 29 anos"
"2011","Ignorado","Rural","1287","De 25 a 29 anos"
"2011","Ignorado","Urbana","3","De 25 a 29 anos"
"2011","Ignorado","Rural","330","De 25 a 29 anos"
"2011","Masculino","Urbana","5271","De 25 a 29 anos"
"2011","Masculino","Rural","2297","De 25 a 29 anos"
"2011","Feminino","Urbana","3556","De 25 a 29 anos"
"2011","Feminino","Rural","1411","De 25 a 29 anos"
"2011","Ignorado","Urbana","291","De 25 a 29 anos"
"2011","Ignorado","Rural","1278","De 25 a 29 anos"
"2011","Ignorado","Urbana","1","De 25 a 29 anos"
"2011","Ignorado","Rural","332","De 25 a 29 anos"
"2011","Masculino","Urbana","4173","De 25 a 29 anos"
"2011","Masculino","Rural","2085","De 25 a 29 anos"
"2011","Feminino","Urbana","2739","De 25 a 29 anos"
"2011","Feminino","Rural","1308","De 25 a 29 anos"
"2011","Ignorado","Urbana","238","De 25 a 29 anos"
"2011","Ignorado","Rural","1272","De 25 a 29 anos"
"2011","Ignorado","Rural","241","De 30 a 34 anos"
"2011","Masculino","Urbana","3862","De 30 a 34 anos"
"2011","Masculino","Rural","1619","De 30 a 34 anos"
"2011","Feminino","Urbana","2241","De 30 a 34 anos"
"2011","Feminino","Rural","1004","De 30 a 34 anos"
"2011","Ignorado","Urbana","262","De 30 a 34 anos"
"2011","Ignorado","Rural","1215","De 30 a 34 anos"
"2011","Ignorado","Urbana","1","De 30 a 34 anos"
"2011","Ignorado","Rural","203","De 30 a 34 anos"
"2011","Masculino","Urbana","3358","De 30 a 34 anos"
"2011","Masculino","Rural","1322","De 30 a 34 anos"
"2011","Feminino","Urbana","1781","De 30 a 34 anos"
"2011","Feminino","Rural","727","De 30 a 34 anos"
"2011","Ignorado","Urbana","243","De 30 a 34 anos"
"2011","Ignorado","Rural","1110","De 30 a 34 anos"
"2011","Ignorado","Urbana","1","De 30 a 34 anos"
"2011","Ignorado","Rural","196","De 30 a 34 anos"
"2011","Masculino","Urbana","2769","De 30 a 34 anos"
"2011","Masculino","Rural","1006","De 30 a 34 anos"
"2011","Feminino","Urbana","1650","De 30 a 34 anos"
"2011","Feminino","Rural","595","De 30 a 34 anos"
"2011","Ignorado","Urbana","250","De 30 a 34 anos"
"2011","Ignorado","Rural","1115","De 30 a 34 anos"
"2011","Ignorado","Urbana","4","De 30 a 34 anos"
"2011","Ignorado","Rural","143","De 30 a 34 anos"
"2011","Masculino","Urbana","3093","De 30 a 34 anos"
"2011","Masculino","Rural","964","De 30 a 34 anos"
"2011","Feminino","Urbana","1443","De 30 a 34 anos"
"2011","Feminino","Rural","460","De 30 a 34 anos"
"2011","Ignorado","Urbana","222","De 30 a 34 anos"
"2011","Ignorado","Rural","995","De 30 a 34 anos"
"2011","Ignorado","Urbana","19","De 30 a 34 anos"
