"Ano","Unidade da Federação","Quantidade de Contribuintes","Número Médio Mensal Contrib","Valor  das Remunerações R$","Estatística Pessoa Física"
"2013","Rondônia","458003","322500,33","6342087847,08","Quantidade de Contribuintes"
"2013","Acre","153062","105353,17","2086432938,44","Quantidade de Contribuintes"
"2013","Amazonas","783533","552973,58","12075112317,47","Quantidade de Contribuintes"
"2013","Roraima","100589","69100,33","1309058448,84","Quantidade de Contribuintes"
"2013","Pará","1437143","990354,33","19399082805,03","Quantidade de Contribuintes"
"2013","Amapá","131778","86733,00","1739269709,55","Quantidade de Contribuintes"
"2013","Tocantins","346097","241554,83","4191090967,47","Quantidade de Contribuintes"
"2013","Maranhão","849607","598988,08","10816325541,55","Quantidade de Contribuintes"
"2013","Piauí","564817","419884,00","6603843343,97","Quantidade de Contribuintes"
"2013","Ceará","1973587","1455052,75","23260652612,38","Quantidade de Contribuintes"
"2013","Rio Grande do Norte","793978","589496,33","9979065332,56","Quantidade de Contribuintes"
"2013","Paraíba","830034","617218,42","9385401894,02","Quantidade de Contribuintes"
"2013","Pernambuco","2275984","1651134,75","30202560368,19","Quantidade de Contribuintes"
"2013","Alagoas","636537","450987,67","7151424880,76","Quantidade de Contribuintes"
"2013","Sergipe","522666","390557,92","7478722902,16","Quantidade de Contribuintes"
"2013","Bahia","3297242","2426260,50","44981288753,38","Quantidade de Contribuintes"
"2013","Minas Gerais","7964539","6013383,58","109602620206,63","Quantidade de Contribuintes"
"2013","Espírito Santo","1442512","1081278,67","21030995800,56","Quantidade de Contribuintes"
"2013","Rio de Janeiro","6496558","4934753,83","122867907571,25","Quantidade de Contribuintes"
"2013","São Paulo","20785056","16072854,42","412181122424,50","Quantidade de Contribuintes"
"2013","Paraná","4500137","3456802,50","69760721027,38","Quantidade de Contribuintes"
"2013","Santa Catarina","3224463","2534893,25","51034829497,06","Quantidade de Contribuintes"
"2013","Rio Grande do Sul","4476454","3471135,75","72732381436,50","Quantidade de Contribuintes"
"2013","Mato Grosso do Sul","904344","658549,75","12482421352,36","Quantidade de Contribuintes"
"2013","Mato Grosso","1197910","846836,92","16100794463,84","Quantidade de Contribuintes"
"2013","Goiás","2202779","1587815,42","29078188360,84","Quantidade de Contribuintes"
"2013","Distrito Federal","1378909","987571,25","25909639032,03","Quantidade de Contribuintes"
"2013","Ignorado","108805","74169,17","1425236559,78","Quantidade de Contribuintes"
"2014","Rondônia","463905","333580,25","6955005850,34","Quantidade de Contribuintes"
"2014","Acre","157757","111677,58","2321090180,12","Quantidade de Contribuintes"
"2014","Amazonas","774466","557378,42","12866771107,19","Quantidade de Contribuintes"
"2014","Roraima","105226","74640,75","1471229366,87","Quantidade de Contribuintes"
"2014","Pará","1460629","1061162,92","22450621514,44","Quantidade de Contribuintes"
"2014","Amapá","138810","93868,17","1976280927,21","Quantidade de Contribuintes"
"2014","Tocantins","369319","267666,00","4978543036,47","Quantidade de Contribuintes"
"2014","Maranhão","852239","626246,67","11900737457,58","Quantidade de Contribuintes"
"2014","Piauí","583591","444110,17","7485280520,07","Quantidade de Contribuintes"
"2014","Ceará","2043377","1549500,08","26768971478,25","Quantidade de Contribuintes"
"2014","Rio Grande do Norte","834498","631991,08","11476505174,41","Quantidade de Contribuintes"
"2014","Paraíba","836824","647902,58","10702397492,05","Quantidade de Contribuintes"
"2014","Pernambuco","2327712","1739467,42","34049261651,75","Quantidade de Contribuintes"
"2014","Alagoas","632099","465230,00","7931554254,39","Quantidade de Contribuintes"
"2014","Sergipe","547799","421838,00","8699882833,11","Quantidade de Contribuintes"
"2014","Bahia","3314930","2508635,33","49061489593,00","Quantidade de Contribuintes"
"2014","Minas Gerais","7968828","6115252,25","120325178741,75","Quantidade de Contribuintes"
"2014","Espírito Santo","1442972","1108597,17","23049568065,94","Quantidade de Contribuintes"
"2014","Rio de Janeiro","6584725","5052970,75","138853284263,25","Quantidade de Contribuintes"
"2014","São Paulo","21244182","16638684,75","466669434102,50","Quantidade de Contribuintes"
"2014","Paraná","4558486","3557240,83","77804916230,63","Quantidade de Contribuintes"
"2014","Santa Catarina","3355198","2668207,83","58632773922,94","Quantidade de Contribuintes"
"2014","Rio Grande do Sul","4543279","3562047,50","81388904360,25","Quantidade de Contribuintes"
"2014","Mato Grosso do Sul","900892","667391,42","13620055899,09","Quantidade de Contribuintes"
"2014","Mato Grosso","1224884","887027,33","18319023947,44","Quantidade de Contribuintes"
"2014","Goiás","2229999","1639666,83","32556820842,25","Quantidade de Contribuintes"
"2014","Distrito Federal","1613035","1081829,50","32148518308,47","Quantidade de Contribuintes"
"2014","Ignorado","230242","149893,08","2259696557,84","Quantidade de Contribuintes"
"2015","Rondônia","444508","321315,92","7012299762,75","Quantidade de Contribuintes"
"2015","Acre","154056","108931,25","2401586767,80","Quantidade de Contribuintes"
"2015","Amazonas","747220","534017,08","13171869624,84","Quantidade de Contribuintes"
"2015","Roraima","104161","72347,17","1556569138,29","Quantidade de Contribuintes"
"2015","Pará","1432391","1047863,67","24066376632,34","Quantidade de Contribuintes"
"2015","Amapá","121984","81630,83","1866580954,43","Quantidade de Contribuintes"
"2015","Tocantins","365134","266977,17","5336582329,15","Quantidade de Contribuintes"
"2015","Maranhão","835851","617900,75","12573470221,64","Quantidade de Contribuintes"
"2015","Piauí","589416","448320,00","8200284832,49","Quantidade de Contribuintes"
"2015","Ceará","2038473","1562087,50","29656287762,97","Quantidade de Contribuintes"
"2015","Rio Grande do Norte","817653","624863,75","12178229749,95","Quantidade de Contribuintes"
"2015","Paraíba","835309","649715,92","11583636926,81","Quantidade de Contribuintes"
"2015","Pernambuco","2228750","1673674,25","34454789938,38","Quantidade de Contribuintes"
"2015","Alagoas","626025","462255,67","8426836190,13","Quantidade de Contribuintes"
"2015","Sergipe","536912","417684,67","9212113377,69","Quantidade de Contribuintes"
"2015","Bahia","3254775","2486302,58","52195243638,38","Quantidade de Contribuintes"
"2015","Minas Gerais","7765943","5988149,17","126425845031,63","Quantidade de Contribuintes"
"2015","Espírito Santo","1409817","1089352,75","24202774034,41","Quantidade de Contribuintes"
"2015","Rio de Janeiro","6413197","4917098,50","144234113424,00","Quantidade de Contribuintes"
"2015","São Paulo","20629926","16213008,42","488684389100,00","Quantidade de Contribuintes"
"2015","Paraná","4492142","3530042,42","83602062221,63","Quantidade de Contribuintes"
"2015","Santa Catarina","3332949","2652959,08","63312581290,31","Quantidade de Contribuintes"
"2015","Rio Grande do Sul","4417949","3482985,25","85845523135,25","Quantidade de Contribuintes"
"2015","Mato Grosso do Sul","886740","659489,75","14487130506,28","Quantidade de Contribuintes"
"2015","Mato Grosso","1200448","875769,33","19632617827,31","Quantidade de Contribuintes"
"2015","Goiás","2180145","1620037,33","34793021479,69","Quantidade de Contribuintes"
"2015","Distrito Federal","1538020","1055314,33","34981607094,81","Quantidade de Contribuintes"
"2015","Ignorado","235188","143998,00","2321096697,71","Quantidade de Contribuintes"
"2016","Rondônia","411824","304148,17","6999954523,13","Quantidade de Contribuintes"
"2016","Acre","146214","108557,17","2539450595,95","Quantidade de Contribuintes"
"2016","Amazonas","669982","484156,83","12798260403,66","Quantidade de Contribuintes"
"2016","Roraima","100368","73470,00","1715192478,26","Quantidade de Contribuintes"
"2016","Pará","1356738","1016153,17","24979668885,50","Quantidade de Contribuintes"
"2016","Amapá","114593","78200,33","1879327274,08","Quantidade de Contribuintes"
"2016","Tocantins","352694","265547,92","5795580793,98","Quantidade de Contribuintes"
"2016","Maranhão","810497","612429,33","13478807381,59","Quantidade de Contribuintes"
"2016","Piauí","570308","441961,83","8877418787,19","Quantidade de Contribuintes"
"2016","Ceará","1955481","1514580,08","31487159812,22","Quantidade de Contribuintes"
"2016","Rio Grande do Norte","784909","606350,50","12780664234,95","Quantidade de Contribuintes"
"2016","Paraíba","806696","639873,75","12444608866,14","Quantidade de Contribuintes"
"2016","Pernambuco","2092135","1602625,92","35243596439,25","Quantidade de Contribuintes"
"2016","Alagoas","606031","455193,33","8934578751,05","Quantidade de Contribuintes"
"2016","Sergipe","511796","402708,58","9560026445,16","Quantidade de Contribuintes"
"2016","Bahia","3122351","2419537,75","54853555648,19","Quantidade de Contribuintes"
"2016","Minas Gerais","7527210","5869399,83","133266811769,13","Quantidade de Contribuintes"
"2016","Espírito Santo","1339967","1043444,17","24721706930,09","Quantidade de Contribuintes"
"2016","Rio de Janeiro","6059991","4669996,08","144708037836,25","Quantidade de Contribuintes"
"2016","São Paulo","19755418","15678950,42","508295754806,00","Quantidade de Contribuintes"
"2016","Paraná","4370248","3446984,17","88609955772,25","Quantidade de Contribuintes"
"2016","Santa Catarina","3248777","2588303,25","66754034158,44","Quantidade de Contribuintes"
"2016","Rio Grande do Sul","4269459","3392035,42","90330957110,00","Quantidade de Contribuintes"
"2016","Mato Grosso do Sul","869180","656287,50","15758239437,94","Quantidade de Contribuintes"
"2016","Mato Grosso","1159095","858177,25","20914805904,22","Quantidade de Contribuintes"
"2016","Goiás","2098573","1583200,67","36948950576,31","Quantidade de Contribuintes"
"2016","Distrito Federal","1515406","1047588,83","38121866873,38","Quantidade de Contribuintes"
"2016","Ignorado","149218","94650,83","1748410659,89","Quantidade de Contribuintes"
"-","-","-"
